ein,name,city,zip,county,county_state,lat,lon,ruling_year,ntee,ntee_major,ntee_major_name,subsector,subsector_name,ntee_code_definition,subsection_code,foundation_code,revenue,income,assets,state
91-1467906,Childrens Family Center Endowment Fund,Spokane,99204,Spokane County,"Spokane County, WA",47.651571,-117.4277655,1990.0,E86,E,Health Care,HEL,Health,"Patient Services - Entertainment, Recreation",3,17,-24021.0,301045.0,800223.0,WA
91-1469115,Medical Lake Community Outreach,Medical Lake,99022,Spokane County,"Spokane County, WA",47.59983,-117.6755085,1994.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,15,77253.0,77253.0,9379.0,WA
91-1469116,Cheney Ecumenical Outreach Ministries,Cheney,99004,Spokane County,"Spokane County, WA",47.495673,-117.5891085,1990.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,15,168020.0,168020.0,35019.0,WA
91-1469339,Kateri Northwest Ministry Institute,Spokane,99202,Spokane County,"Spokane County, WA",47.668104,-117.4050765,1994.0,X22,X,Religion-Related,REL,Religion,Roman Catholic,3,15,64022.0,64022.0,162420.0,WA
91-1469988,Community Colleges Of Spokane Association Of Higher Education,Spokane,99217,Spokane County,"Spokane County, WA",47.67219,-117.363402,1990.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,5,0,92893.0,92893.0,226219.0,WA
91-1472185,Spokane Enological Society,Spokane,99223,Spokane County,"Spokane County, WA",47.611377,-117.359928,2014.0,N50,N,Recreation & Sports,HMS,Human Services,Recreational l Clubs,7,0,0.0,0.0,0.0,WA
91-1472275,Rockwood Residents Foundation,Spokane,99223,Spokane County,"Spokane County, WA",47.632833,-117.3674025,1990.0,P75,P,Human Services,HMS,Human Services,Supportive Housing for Older Adults,3,17,1415471.0,1429259.0,13103033.0,WA
91-1475941,Nine Mile Falls Suncrest Family Worship Center Of The Assemblies O,Nine Mile Fls,99026,Stevens County,"Stevens County, WA",47.8205238424599,-117.586377089302,1964.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
91-1477505,Spiritual Assembly Of The Bahais Of Pullman,Pullman,99163,Whitman County,"Whitman County, WA",46.735047,-117.1746405,1995.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
91-1477853,Brentwood Elementary School Parent Teacher Organization,Spokane,99218,Spokane County,"Spokane County, WA",47.7624759623171,-117.416932213573,1996.0,B20,B,Education,EDU,Education,"Elementary, Secondary Education, K - 12",3,16,0.0,0.0,0.0,WA
91-1478069,Bible To All International,Spokane,99205,Spokane County,"Spokane County, WA",47.675115,-117.424602,1995.0,Z99,Z,Unknown,UNU,Unclassified,Unknown,3,15,,,,WA
91-1478830,Partners Inland Northwest,Spokane Vly,99206,Spokane County,"Spokane County, WA",47.664329042155,-117.258956439495,1995.0,P28,P,Human Services,HMS,Human Services,Neighborhood Centers,3,15,8627238.0,8627238.0,9319008.0,WA
91-1479349,Spiritual Assembly Of The Bahais Of Spokane Valley,Spokane,99214,Spokane County,"Spokane County, WA",47.657061,-117.247248,1965.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
91-1479497,Spiritual Assembly Of The Bahais Of Spokane,Spokane,99209,Spokane County,"Spokane County, WA",47.693439,-117.4400505,1995.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
91-1483985,Shba Training,Spokane Vly,99212,Spokane County,"Spokane County, WA",47.653410506838,-117.325854,1996.0,A99,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Arts, Culture, and Humanities N.E.C.",3,15,370130.0,370130.0,186569.0,WA
91-1485632,Inland Empire Residential Resources,Spokane,99220,Spokane County,"Spokane County, WA",47.657178,-117.3867885,1995.0,Z99,Z,Unknown,UNU,Unclassified,Unknown,3,15,3114019.0,3352058.0,16394642.0,WA
91-1488253,Carmelite Sisters Of Mary Associated A Non-Profit,Newport,99156,Pend Oreille County,"Pend Oreille County, WA",48.1353378485767,-117.28382607124,1991.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
91-1489095,T J Tufts Charitable Foundation,Wilbur,99185,Lincoln County,"Lincoln County, WA",47.77218,-118.700019,1900.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,92,0,,45000.0,627213.0,WA
91-1490298,Washington State Business Education Association,St John,99171,Whitman County,"Whitman County, WA",47.092626,-117.6129585,2008.0,B30,B,Education,EDU,Education,"Vocational, Technical Schools",3,16,,,,WA
91-1491139,Spokane - Limerick Sister City Society A Wash Non-Profit,Spokane,99210,Spokane County,"Spokane County, WA",47.657997,-117.4253985,1996.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,15,0.0,0.0,0.0,WA
91-1494402,Life Services Of Spokane,Spokane,99205,Spokane County,"Spokane County, WA",47.682423,-117.437274,1995.0,E40,E,Health Care,HEL,Health,Reproductive Health Care Facilities and Allied Services,3,15,1850996.0,1850996.0,2085560.0,WA
91-1494828,Greater Spokane Low Income Housing,Spokane,99209,Spokane County,"Spokane County, WA",47.693439,-117.4400505,1995.0,L80,L,Housing & Shelter,HMS,Human Services,Housing Support,3,15,170486.0,170486.0,69911.0,WA
91-1498793,Fellowship Baptist Church,Cheney,99004,Spokane County,"Spokane County, WA",47.4823297299468,-117.584064226257,1964.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
91-1499539,Green Bluff Water Association,Colbert,99005,Spokane County,"Spokane County, WA",47.8238655004327,-117.300478751457,1991.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,12,0,106232.0,106232.0,441499.0,WA
91-1500206,Pioneer School Endowment Fund,Spokane Valley,99037,Spokane County,"Spokane County, WA",47.662632,-117.196462483958,1991.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,17,7475.0,7475.0,158629.0,WA
91-1500539,Moran Prairie Elementary School Parent Teachers Group,Spokane,99223,Spokane County,"Spokane County, WA",47.6020399957304,-117.348390618097,2023.0,B20,B,Education,EDU,Education,"Elementary, Secondary Education, K - 12",3,16,35718.0,40308.0,49131.0,WA
91-1500876,Eagle Wings Motorcycle Association,Spokane,99207,Spokane County,"Spokane County, WA",47.696724,-117.4049865,1983.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,4,0,0.0,0.0,0.0,WA
91-1501462,Inland Northwest Dance Association,Veradale,99037,Spokane County,"Spokane County, WA",47.617875,-117.196715956056,2003.0,A25,A,"Arts, Culture & Humanities",ART,Arts & Culture,Arts Education,3,15,0.0,0.0,0.0,WA
91-1502404,Colville Valley Junior Academy,Colville,99114,Stevens County,"Stevens County, WA",48.5316331696,-117.895400544204,1947.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
91-1502625,Corbin Park Homeowners Association,Spokane,99205,Spokane County,"Spokane County, WA",47.684196,-117.418626,1992.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,4,0,0.0,0.0,0.0,WA
91-1502721,Living Truth Ministries,Mead,99021,Spokane County,"Spokane County, WA",47.7655804946043,-117.3607065,1964.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
91-1503434,Klaue Family Foundation,Spokane,99202,Spokane County,"Spokane County, WA",47.65887,-117.4104315,1991.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,4,,3399.0,466063.0,WA
91-1503686,Sigma Nu Fraternity,Cheney,99004,Spokane County,"Spokane County, WA",47.4883679450344,-117.576735369698,1940.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,7,0,0.0,0.0,0.0,WA
91-1505510,Spokane Hoopfest Association,Spokane,99201,Spokane County,"Spokane County, WA",47.657709,-117.419049,1995.0,A99,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Arts, Culture, and Humanities N.E.C.",3,15,2888079.0,3082430.0,2776883.0,WA
91-1506255,Spokane Church Of Divine Man,Spokane,99205,Spokane County,"Spokane County, WA",47.683278,-117.425349,1992.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
91-1506698,Pullman Police Officers Guild,Pullman,99163,Whitman County,"Whitman County, WA",46.7284464195335,-117.17995416156,1991.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,5,0,0.0,0.0,0.0,WA
91-1509684,Spokane Walleye Club,Spokane,99209,Spokane County,"Spokane County, WA",47.693439,-117.4400505,1991.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,4,0,0.0,0.0,0.0,WA
91-1510539,Inland Northwest Land,Spokane,99201,Spokane County,"Spokane County, WA",47.65887,-117.4127085,1992.0,C34,C,Environment,ENV,Environment & Animals,Land Resources Conservation,3,16,3776552.0,7413569.0,19330311.0,WA
91-1512566,Eastern Washington Orienteering Club,Spokane,99210,Spokane County,"Spokane County, WA",47.657997,-117.4253985,2010.0,N60,N,Recreation & Sports,HMS,Human Services,Amateur Sports,3,16,0.0,0.0,0.0,WA
91-1514056,Friends Of The Centennial Trail,Spokane,99210,Spokane County,"Spokane County, WA",47.657997,-117.4253985,1997.0,T99,T,Philanthropy & Grantmaking,PSB,Public & Societal Benefit,"Philanthropy, Voluntarism, and Grantmaking Foundations N.E.C.",3,15,112664.0,112664.0,353999.0,WA
91-1519706,The Spokane Girls Fastpitch Softball Association,Spokane,99209,Spokane County,"Spokane County, WA",47.693439,-117.4400505,1994.0,N63,N,Recreation & Sports,HMS,Human Services,"Baseball, Softball",3,16,0.0,0.0,0.0,WA
91-1520702,Loon Lake Historical Society,Loon Lake,99148,Stevens County,"Stevens County, WA",48.12399,-117.600228,1996.0,Z99,Z,Unknown,UNU,Unclassified,Unknown,3,15,0.0,0.0,0.0,WA
91-1522160,Friends Of Loon Lake Library,Loon Lake,99148,Stevens County,"Stevens County, WA",48.0619677693223,-117.631867819298,2018.0,B11,B,Education,EDU,Education,Single Organization Support,3,16,0.0,0.0,0.0,WA
91-1524163,Dog Patch Group,Colville,99114,Stevens County,"Stevens County, WA",48.4119159617569,-117.971598074731,1992.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,4,,1.0,1.0,WA
91-1524210,Greater Spokane Golf,Spokane,99209,Spokane County,"Spokane County, WA",47.693439,-117.4400505,1997.0,N68,N,Recreation & Sports,HMS,Human Services,Winter Sports,3,17,145631.0,425663.0,20124.0,WA
91-1529052,Inland Empire Regional Group Early Ford V8 Club Of America,Veradale,99037,Spokane County,"Spokane County, WA",47.654163,-117.188712,2025.0,T50,T,Philanthropy & Grantmaking,PSB,Public & Societal Benefit,"Philanthropy, Charity, Voluntarism Promotion",3,15,0.0,0.0,0.0,WA
91-1529549,House Of The Redeemed,Spokane Vly,99215,Spokane County,"Spokane County, WA",47.6571300000001,-117.24786,2012.0,X20,X,Religion-Related,REL,Religion,Christianity,3,10,,,,WA
91-1534707,Beta Theta Pi Fraternity,Cheney,99004,Spokane County,"Spokane County, WA",47.4885533905302,-117.576957526632,1967.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,7,0,,,,WA
91-1537795,Pacific Northwest Purchasing Education Group,Spokane,99201,Spokane County,"Spokane County, WA",47.660481,-117.4241475,1997.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,6,0,0.0,0.0,0.0,WA
91-1537913,Tops Club,Spokane,99208,Spokane County,"Spokane County, WA",47.7967226555486,-117.378043949795,2008.0,E70,E,Health Care,HEL,Health,Public Health Program (Includes General Health and Wellness Promotion Services),3,16,0.0,0.0,0.0,WA
91-1538226,C A T T A L E S,Mead,99021,Spokane County,"Spokane County, WA",47.8123635437129,-117.346885040597,1996.0,D50,D,Animal-Related,ENV,Environment & Animals,"Zoo, Zoological Society",3,15,599054.0,606433.0,160789.0,WA
91-1538621,Federal Defenders Of Eastern Washington And Idaho,Spokane,99201,Spokane County,"Spokane County, WA",47.657538,-117.4215915,1996.0,Z99,Z,Unknown,UNU,Unclassified,Unknown,3,15,10441748.0,10448523.0,2354024.0,WA
91-1538622,Inland Empire Soccer Referees Association,Spokane,99220,Spokane County,"Spokane County, WA",47.657178,-117.3867885,1992.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,6,0,28337.0,28337.0,70776.0,WA
91-1541586,Kiwanis International,Veradale,99037,Spokane County,"Spokane County, WA",47.646108,-117.197172,1940.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,4,0,85997.0,85997.0,82285.0,WA
91-1542515,Northwest Concrete Paving Association,Spokane,99202,Spokane County,"Spokane County, WA",47.663215,-117.38331,1992.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,6,0,106535.0,106535.0,51209.0,WA
91-1545042,Salem Arms Community Housing,Spokane,99205,Spokane County,"Spokane County, WA",47.675988,-117.427734,1996.0,Z99,Z,Unknown,UNU,Unclassified,Unknown,3,15,310832.0,310832.0,1108541.0,WA
91-1548710,Pullman Child Welfare Association,Pullman,99163,Whitman County,"Whitman County, WA",46.735047,-117.1746405,1992.0,Z99,Z,Unknown,UNU,Unclassified,Unknown,3,15,117780.0,117780.0,411929.0,WA
91-1549007,Grace Court Village,Spokane,99201,Spokane County,"Spokane County, WA",47.658204,-117.4190805,1994.0,L22,L,Housing & Shelter,HMS,Human Services,Senior Citizens' Housing/Retirement Communities,3,15,464153.0,464153.0,1439375.0,WA
91-1550328,Acf Chefs De Cuisine Of The Inland Northwest,Spokane,99207,Spokane County,"Spokane County, WA",47.687823,-117.3874275,2013.0,Y03,Y,Mutual & Membership Benefit,MMB,Mutual & Membership Benefit,"Professional Societies, Associations",6,0,0.0,0.0,0.0,WA
91-1551154,Spokane Housing Ventures,Spokane,99207,Spokane County,"Spokane County, WA",47.676006,-117.4113765,1997.0,T99,T,Philanthropy & Grantmaking,PSB,Public & Societal Benefit,"Philanthropy, Voluntarism, and Grantmaking Foundations N.E.C.",3,15,5812394.0,5812394.0,36515376.0,WA
91-1553548,Eagle Wings Motorcycle Association,Spokane,99207,Spokane County,"Spokane County, WA",47.696724,-117.4049865,1983.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,4,0,0.0,0.0,0.0,WA
91-1553557,Eagle Wings Motorcycle Assoociation Wa District,Spokane,99207,Spokane County,"Spokane County, WA",47.696724,-117.4049865,1983.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,4,0,0.0,0.0,0.0,WA
91-1553730,Mt Spokane 2000,Mead,99021,Spokane County,"Spokane County, WA",47.795508,-117.3062295,1995.0,Z99,Z,Unknown,UNU,Unclassified,Unknown,3,15,6592576.0,7422687.0,7451615.0,WA
91-1553934,Riverside Elementary Pto,Chattaroy,99003,Spokane County,"Spokane County, WA",47.966274,-117.3550905,2016.0,B94,B,Education,EDU,Education,Parent/Teacher Group,3,16,0.0,0.0,0.0,WA
91-1556578,Rosalia Gifted Grannys,Rosalia,99170,Whitman County,"Whitman County, WA",47.2348735659299,-117.370399816579,2004.0,P29,P,Human Services,HMS,Human Services,Thrift Shops,3,15,32958.0,32958.0,72775.0,WA
91-1561457,Inland Northwest Car Club Council,Spokane Vly,99211,Spokane County,"Spokane County, WA",47.6760200000001,-117.32252,2016.0,N50,N,Recreation & Sports,HMS,Human Services,Recreational l Clubs,3,16,0.0,0.0,0.0,WA
91-1561874,Women Helping Women Fund,Spokane,99207,Spokane County,"Spokane County, WA",47.691792,-117.394461,1996.0,Z99,Z,Unknown,UNU,Unclassified,Unknown,3,15,891160.0,1010658.0,2909231.0,WA
91-1564939,Ford Full Gospel Assembly Of God,Spokane,99205,Spokane County,"Spokane County, WA",47.709693,-117.4500135,1964.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
91-1566293,Lake Roosevelt Forum,Spokane,99203,Spokane County,"Spokane County, WA",47.634444,-117.402822,1994.0,B99,B,Education,EDU,Education,Education N.E.C.,3,16,70196.0,70196.0,166749.0,WA
91-1568600,The Financial Planning Association Of Spokane,Spokane,99201,Spokane County,"Spokane County, WA",47.668266,-117.423369,2020.0,S40,S,Community Improvement,PSB,Public & Societal Benefit,Business and Industry,6,0,0.0,0.0,0.0,WA
91-1568725,Spokane Scholars Foundation,Spokane,99210,Spokane County,"Spokane County, WA",47.657997,-117.4253985,1993.0,B82,B,Education,EDU,Education,"Scholarships, Student Financial Aid Services, Awards",3,16,171532.0,171532.0,253513.0,WA
91-1569891,Caritas Center,Spokane,99205,Spokane County,"Spokane County, WA",47.701386,-117.436176,1993.0,Z99,Z,Unknown,UNU,Unclassified,Unknown,3,15,680355.0,682404.0,138659.0,WA
91-1570201,Royal Order Of Jesters,Spokane,99201,Spokane County,"Spokane County, WA",47.655774,-117.427302,1978.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,10,0,0.0,0.0,0.0,WA
91-1570303,International Association Of Rehabilitation Professionals,Spokane Vly,99206,Spokane County,"Spokane County, WA",47.6622111792948,-117.281466055745,1981.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,6,0,5514.0,48340.0,12749.0,WA
91-1570653,Inland Empire Blues Society,Spokane Vly,99211,Spokane County,"Spokane County, WA",47.6760200000001,-117.32252,2024.0,A68,A,"Arts, Culture & Humanities",ART,Arts & Culture,Music,3,15,0.0,0.0,0.0,WA
91-1570988,Brian Orchard Memorial Scholarship Fund,Spokane,99201,Spokane County,"Spokane County, WA",47.665413,-117.4170015,1993.0,B82,B,Education,EDU,Education,"Scholarships, Student Financial Aid Services, Awards",3,4,,66343.0,82979.0,WA
91-1571815,Pend Oreille County Youth Soccer Association,Newport,99156,Pend Oreille County,"Pend Oreille County, WA",48.15954,-117.165438,2019.0,N64,N,Recreation & Sports,HMS,Human Services,Soccer,3,15,0.0,0.0,0.0,WA
91-1573809,Kepler College Of Astrological Arts And Sciences,Spokane,99201,Spokane County,"Spokane County, WA",47.65815,-117.4208355,1993.0,INVALID,I,Crime & Legal-Related,UNU,Unclassified,UNDEFINED,3,15,501355.0,501355.0,269556.0,WA
91-1574906,Meadow Ridge Elementary P T G,Mead,99021,Spokane County,"Spokane County, WA",47.7995726683305,-117.357743158606,1993.0,B11,B,Education,EDU,Education,Single Organization Support,3,16,0.0,0.0,0.0,WA
91-1575679,The United States Pony Clubs,Spokane Vly,99206,Spokane County,"Spokane County, WA",47.613353024901,-117.266908809048,2002.0,N70,N,Recreation & Sports,HMS,Human Services,Amateur Sports Competitions,3,15,0.0,0.0,0.0,WA
91-1576331,Northwest Decorative Painters,Edwall,99008,Lincoln County,"Lincoln County, WA",47.429694,-118.017729,2012.0,A99,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Arts, Culture, and Humanities N.E.C.",7,0,0.0,0.0,0.0,WA
91-1577880,National Rural Letter Carriers Association,Colville,99114,Stevens County,"Stevens County, WA",48.4111797621043,-117.812237460355,1972.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,5,0,0.0,0.0,0.0,WA
91-1579611,Newman Lake Baptist Church,Newman Lake,99025,Spokane County,"Spokane County, WA",47.737863,-117.072819,1972.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
91-1579902,New Community Of Spokane,Spokane,99201,Spokane County,"Spokane County, WA",47.653614,-117.420417,1993.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
91-1580585,Spokane Islamic Center,Spokane Vly,99212,Spokane County,"Spokane County, WA",47.6553045306998,-117.318044273934,2025.0,X40,X,Religion-Related,REL,Religion,Islam,3,15,,,,WA
91-1582748,Chase Youth Foundation,Spokane,99203,Spokane County,"Spokane County, WA",47.629854,-117.401418,1993.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,17,94465.0,94465.0,245019.0,WA
91-1583066,Guse Summit View,Spokane,99224,Spokane County,"Spokane County, WA",47.649456,-117.4550625,1946.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,16,403303.0,403303.0,706550.0,WA
91-1584918,Upper Columbia Resource Conservation & Development Council,Spokane Vly,99212,Spokane County,"Spokane County, WA",47.647593,-117.34371,1994.0,C30,C,Environment,ENV,Environment & Animals,Natural Resources Conservation and Protection,3,15,132991.0,150489.0,185401.0,WA
91-1589367,Our Lady Of Guadalupe Church,Spokane,99207,Spokane County,"Spokane County, WA",47.693646,-117.4058055,2002.0,X20,X,Religion-Related,REL,Religion,Christianity,3,10,,,,WA
91-1589889,Viking Plass,Spokane,99208,Spokane County,"Spokane County, WA",47.719827,-117.43353,1997.0,L22,L,Housing & Shelter,HMS,Human Services,Senior Citizens' Housing/Retirement Communities,3,16,1290515.0,1290515.0,3669719.0,WA
91-1591275,Young Mens Christian Association Of The Inland Northwest Endowment,Spokane,99201,Spokane County,"Spokane County, WA",47.667465,-117.4264605,1993.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,15,165081.0,649490.0,2051254.0,WA
91-1592696,Cfa Society Spokane,Spokane,99210,Spokane County,"Spokane County, WA",47.657997,-117.4253985,1993.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,6,0,0.0,0.0,0.0,WA
91-1596228,International Association Of Lions Clubs,Chewelah,99109,Stevens County,"Stevens County, WA",48.276207,-117.714312,1969.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,4,0,0.0,0.0,0.0,WA
91-1596353,Washington State University,Spokane,99202,Spokane County,"Spokane County, WA",47.659906645017,-117.346920748601,2014.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,15,0.0,0.0,0.0,WA
91-1604804,Gamma Phi Beta Sorority,Cheney,99004,Spokane County,"Spokane County, WA",47.4927764487567,-117.585776147931,1959.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,7,0,0.0,0.0,0.0,WA
91-1606870,Michael Anderson Elementary School Pto,Fairchild Afb,99011,Spokane County,"Spokane County, WA",47.6308897142355,-117.659880821686,2023.0,B94,B,Education,EDU,Education,Parent/Teacher Group,3,16,0.0,0.0,0.0,WA
91-1606915,Knights Of Columbus,Spokane,99218,Spokane County,"Spokane County, WA",47.7594373422011,-117.426377486698,1940.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,8,0,0.0,0.0,0.0,WA
91-1607250,Future Farmers Of America State Associations & Local Chapter,Odessa,99159,Lincoln County,"Lincoln County, WA",47.32776,-118.7157195,1945.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,16,0.0,0.0,0.0,WA
91-1607550,Chi Alpha Christian Fellowship Of Wsu,Pullman,99163,Whitman County,"Whitman County, WA",46.735047,-117.1746405,1964.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
91-1607936,Roosevelt Lake Ranch Water System,Wilbur,99185,Lincoln County,"Lincoln County, WA",47.77218,-118.700019,2012.0,W80,W,Public & Societal Benefit,PSB,Public & Societal Benefit,Public Utilities,12,0,270204.0,270204.0,1752337.0,WA
91-1608608,City Of Spokane Managerial & Professional Association,Spokane,99210,Spokane County,"Spokane County, WA",47.657997,-117.4253985,1994.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,5,0,100585.0,135289.0,301570.0,WA
91-1608857,Center Of Life Slavic Church,Spokane Vly,99216,Spokane County,"Spokane County, WA",47.7004182564201,-117.225902179295,1964.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
91-1608966,Staley Museum Foundation,Pullman,99163,Whitman County,"Whitman County, WA",46.7161514500819,-117.170093834508,1993.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,4,,17495.0,267870.0,WA
91-1610449,Fulcrum Institute Dispute Resolution Clinic Association,Spokane,99201,Spokane County,"Spokane County, WA",47.668689,-117.4169025,1994.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,16,1329810.0,1329810.0,244379.0,WA
91-1610469,Kettle Falls Area Chamber Of Commerce,Kettle Falls,99141,Stevens County,"Stevens County, WA",48.65166,-118.0884105,1994.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,6,0,0.0,0.0,0.0,WA
91-1611087,Spokane Bible Missionary Church,Spokane,99212,Spokane County,"Spokane County, WA",47.6515772301341,-117.317517370246,1959.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
91-1614949,Christian Outreach For Police And Their Spouses,Spokane,99228,Spokane County,"Spokane County, WA",47.715948,-117.4254705,1994.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,15,138534.0,138534.0,62673.0,WA
91-1615200,Unity Center Of North Spokane,Spokane,99217,Spokane County,"Spokane County, WA",47.731113,-117.3496455,1970.0,X99,X,Religion-Related,REL,Religion,Religion Related N.E.C.,3,10,,,,WA
91-1615443,Washington State University,Davenport,99122,Lincoln County,"Lincoln County, WA",47.733804,-118.190781,2014.0,O52,O,Youth Development,HMS,Human Services,Youth Development - Agricultural,3,15,0.0,0.0,0.0,WA
91-1621484,Bergquist Foundation,Spokane,99201,Spokane County,"Spokane County, WA",47.657043,-117.42318,1994.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,4,,394687.0,1746110.0,WA
91-1622128,Greater Spokane Association Of Evangelicals,Spokane Vly,99214,Spokane County,"Spokane County, WA",47.6570600000001,-117.24725,1994.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
91-1623826,Eight-Eleven Development,Spokane,99201,Spokane County,"Spokane County, WA",47.658231,-117.4244715,1994.0,L20,L,Housing & Shelter,HMS,Human Services,"Housing Development, Construction, Management",3,16,74534.0,74534.0,220853.0,WA
91-1624023,Battery Cpl Willis S Cole Military Museum,Airway Hgts,99001,Spokane County,"Spokane County, WA",47.6447155686712,-117.590851676381,1994.0,A50,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Museum, Museum Activities",3,15,0.0,0.0,0.0,WA
91-1624778,Washington Civil War Association,Cheney,99004,Spokane County,"Spokane County, WA",47.5459355351432,-117.529394073664,1994.0,A80,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Historical Societies, Related Historical Activities",3,15,0.0,0.0,0.0,WA
91-1625395,Vanessa Behan Crisis Nursery Auxiliary,Spokane,99203,Spokane County,"Spokane County, WA",47.629854,-117.401418,1995.0,I72,I,Crime & Legal-Related,HMS,Human Services,"Child Abuse, Prevention",3,15,104814.0,171048.0,142439.0,WA
91-1626588,The Glenrose Association,Spokane,99223,Spokane County,"Spokane County, WA",47.611377,-117.359928,2014.0,A80,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Historical Societies, Related Historical Activities",3,15,0.0,0.0,0.0,WA
91-1627980,Inland Northwest Car Club- Scholarship Fund,Newman Lake,99025,Spokane County,"Spokane County, WA",47.7439633608687,-117.052127298084,1994.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,15,57890.0,75006.0,316015.0,WA
91-1628052,St Johns Three,Spokane,99201,Spokane County,"Spokane County, WA",47.658204,-117.4190805,1995.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,15,256345.0,256345.0,870006.0,WA
91-1629318,Spokane C O P S,Spokane,99205,Spokane County,"Spokane County, WA",47.67381,-117.43677,1997.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,15,542909.0,542909.0,215049.0,WA
